#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID
"ENST00000525854.5","chr19","+","46305041","46312518","46305041","46305041","7","46305041,46305244,46308220,46308662,46309150,46312160,46312505,","46305135,46305390,46308305,46308775,46309359,46312267,46312518,","","uc061afa.1"
"ENST00000529205.1","chr19","+","46305085","46309196","46305085","46305085","4","46305085,46308220,46308662,46309150,","46305390,46308305,46308775,46309196,","","uc061afb.1"
"ENST00000362926.1","chr19","-","46306469","46306577","46306469","46306469","1","46306469,","46306577,","","uc061afc.1"
"ENST00000531043.1","chr19","+","46309220","46312653","46309220","46310683","4","46309220,46310541,46312160,46312505,","46309359,46310691,46312267,46312653,","H0YE02","uc061afd.1"
"ENST00000596807.1","chr19","-","46320196","46340004","46320196","46320196","2","46320196,46339754,","46320418,46340004,","","uc061afe.1"
"ENST00000600236.1","chr19","+","46320391","46321918","46320391","46320391","2","46320391,46321775,","46320561,46321918,","","uc061aff.1"
"ENST00000529542.1","chr19","+","46321779","46331496","46321779","46321779","4","46321779,46325534,46329080,46331155,","46321966,46325639,46329478,46331496,","","uc061afg.1"
"ENST00000012443.9","chr19","+","46347086","46390975","46347096","46390346","13","46347086,46353747,46375603,46376452,46383410,46383779,46384803,46387092,46387365,46388407,46388552,46390050,46390283,","46347217,46353989,46375751,46376574,46383476,46383878,46384909,46387235,46387453,46388448,46388731,46390132,46390975,","P53041","uc002pem.5"
"ENST00000478046.5","chr19","+","46347100","46392981","46347100","46391174","14","46347100,46353747,46375603,46376452,46383410,46383779,46384803,46387092,46387365,46388407,46388552,46390050,46391150,46392636,","46347217,46353989,46375751,46376574,46383476,46383878,46384909,46387235,46387453,46388448,46388731,46390132,46391258,46392981,","H0YDU8","uc061afh.1"
"ENST00000391919.1","chr19","+","46347107","46390852","46353944","46390346","12","46347107,46353747,46375603,46376452,46383779,46384803,46387092,46387365,46388407,46388552,46390050,46390283,","46347217,46353989,46375751,46376574,46383878,46384909,46387235,46387453,46388448,46388731,46390132,46390852,","A8MU39","uc061afi.1"
"ENST00000716492.1","chr19","-","46366242","46404241","46366242","46366242","3","46366242,46367714,46403834,","46366642,46367787,46404241,","","uc339boc.1"
"ENST00000467902.2","chr19","+","46375603","46376703","46375603","46375603","2","46375603,46376452,","46375751,46376703,","","uc061afj.1"
"ENST00000527193.1","chr19","+","46375626","46383711","46375626","46375626","3","46375626,46376452,46383410,","46375751,46376574,46383711,","","uc061afk.1"
"ENST00000487483.6","chr19","+","46381510","46390846","46381510","46381510","6","46381510,46384803,46387092,46387365,46388552,46390050,","46383878,46384909,46387235,46388448,46388731,46390846,","","uc061afl.1"
"ENST00000532058.1","chr19","+","46381725","46383998","46381725","46381725","2","46381725,46383779,","46383476,46383998,","","uc061afm.1"
"ENST00000599645.1","chr19","-","46382491","46383169","46382491","46382491","2","46382491,46382754,","46382524,46383169,","","uc061afn.1"
"ENST00000716493.1","chr19","-","46382642","46404238","46382642","46382642","2","46382642,46403834,","46382821,46404238,","","uc339bod.1"
"ENST00000486994.5","chr19","+","46382771","46390746","46382771","46382771","8","46382771,46384803,46387092,46387365,46388407,46388552,46390050,46390283,","46383878,46384909,46387235,46387453,46388448,46388731,46390132,46390746,","","uc061afo.1"
"ENST00000467502.6","chr19","+","46383155","46387935","46383155","46383155","5","46383155,46383783,46384803,46387092,46387365,","46383476,46383878,46384909,46387235,46387935,","","uc061afp.1"
"ENST00000493347.5","chr19","+","46383322","46387164","46383322","46383322","4","46383322,46383779,46384803,46387092,","46383476,46383878,46384909,46387164,","","uc061afq.1"
"ENST00000595055.1","chr19","+","46383462","46384943","46383462","46383462","2","46383462,46384803,","46383878,46384943,","","uc061afr.1"
"ENST00000491003.5","chr19","+","46383793","46390286","46383793","46383793","7","46383793,46384803,46387092,46387365,46388407,46388552,46390050,","46383878,46384909,46387235,46387453,46388448,46388731,46390286,","","uc061afs.1"
"ENST00000492109.6","chr19","+","46384376","46388595","46384376","46384376","5","46384376,46387092,46387365,46388407,46388552,","46384909,46387235,46387453,46388448,46388595,","","uc061aft.1"
"ENST00000525507.5","chr19","+","46386717","46390675","46386717","46386717","6","46386717,46387365,46388407,46388552,46390050,46390283,","46387235,46387453,46388448,46388731,46390132,46390675,","","uc061afu.1"
"ENST00000527623.1","chr19","+","46387925","46390610","46387925","46387925","3","46387925,46390050,46390283,","46388731,46390132,46390610,","","uc061afv.1"
"ENST00000807863.1","chr19","-","46390453","46408826","46390453","46390453","2","46390453,46408660,","46391804,46408826,","","uc344fon.1"
"ENST00000686393.3","chr19","-","46393353","46404276","46393353","46393353","2","46393353,46403834,","46393633,46404276,","","uc315ltt.3"
"ENST00000807865.1","chr19","-","46393360","46404274","46393360","46393360","2","46393360,46403834,","46393630,46404274,","","uc344fop.1"
"ENST00000807864.1","chr19","-","46393360","46404276","46393360","46393360","2","46393360,46404154,","46393630,46404276,","","uc344foo.1"
"ENST00000807866.1","chr19","-","46403186","46404279","46403186","46403186","2","46403186,46403834,","46403313,46404279,","","uc344foq.1"
"ENST00000700827.2","chr19","-","46403666","46404472","46403666","46403666","1","46403666,","46404472,","","uc316etv.2"
"ENST00000807992.1","chr19","+","46408421","46410633","46408421","46408421","2","46408421,46410466,","46408680,46410633,","","uc344ftm.1"
"ENST00000807993.1","chr19","+","46408429","46410633","46408429","46408429","2","46408429,46410463,","46408680,46410633,","","uc344ftn.1"
"ENST00000807994.1","chr19","+","46408434","46410633","46408434","46408434","2","46408434,46410390,","46408680,46410633,","","uc344fto.1"
"ENST00000307522.5","chr19","-","46410328","46413564","46411193","46412810","1","46410328,","46413564,","Q9H0W5","uc285pqy.2"
"ENST00000697726.1","chr19","-","46410328","46413564","46411193","46413020","1","46410328,","46413564,","A0A8V8TMN3","uc316amf.1"
"ENST00000827698.1","chr19","+","46413748","46414374","46413748","46413748","2","46413748,46414064,","46413856,46414374,","","uc345iwt.1"
"ENST00000617053.3","chr19","-","46424696","46428936","46427744","46428359","1","46424696,","46428936,","A0A1B0GUJ8","uc061afx.3"
"ENST00000438932.2","chr19","-","46466490","46471407","46468538","46471035","3","46466490,46469937,46471336,","46468577,46471114,46471407,","Q86V59","uc002per.5"
"ENST00000313683.15","chr19","-","46466502","46471563","46468560","46471035","3","46466502,46469732,46471336,","46468577,46471114,46471563,","Q86V59","uc002peq.6"
"ENST00000602246.1","chr19","-","46468527","46471563","46468538","46471035","3","46468527,46470819,46471336,","46468577,46471114,46471563,","M0R388","uc061afy.1"
"ENST00000602017.8","chr19","-","46480785","46601036","46480785","46480785","4","46480785,46525662,46526924,46600882,","46481440,46525784,46527072,46601036,","","uc061afz.4"
"ENST00000595691.2","chr19","-","46480787","46490274","46480787","46480787","2","46480787,46489865,","46481440,46490274,","","uc061aga.2"
"ENST00000819028.1","chr19","-","46480787","46530326","46480787","46480787","4","46480787,46525662,46526924,46530264,","46481440,46525784,46527072,46530326,","","uc344wbn.1"
"ENST00000819026.1","chr19","-","46480787","46540537","46480787","46480787","4","46480787,46525662,46526924,46540445,","46481440,46525784,46527072,46540537,","","uc344wbl.1"
"ENST00000819027.1","chr19","-","46480788","46530352","46480788","46480788","4","46480788,46525662,46526924,46530319,","46481440,46525784,46527072,46530352,","","uc344wbm.1"
"ENST00000819024.1","chr19","-","46481079","46600915","46481079","46481079","5","46481079,46503248,46525662,46526924,46600882,","46481440,46503341,46525784,46527072,46600915,","","uc344wbj.1"
"ENST00000702671.1","chr19","-","46481083","46600915","46481083","46481083","5","46481083,46525662,46526924,46589145,46600882,","46481440,46525784,46527072,46589235,46600915,","","uc316hmi.1"
"ENST00000819023.1","chr19","-","46481084","46600932","46481084","46481084","6","46481084,46503248,46525662,46526924,46576598,46600882,","46481440,46503341,46525784,46527072,46576717,46600932,","","uc344wbi.1"
"ENST00000594749.1","chr19","-","46486905","46495879","46486905","46486905","2","46486905,46495714,","46487103,46495879,","","uc061agb.1"
"ENST00000599531.2","chr19","-","46491190","46495867","46493557","46495465","1","46491190,","46495867,","Q9ULN7","uc002pes.4"
"ENST00000377652.4","chr19","+","46494507","46496502","46494507","46494507","1","46494507,","46496502,","","uc002peu.2"
"ENST00000414155.5","chr19","-","46518678","46601200","46518678","46518678","4","46518678,46525662,46526924,46600882,","46519972,46525784,46527072,46601200,","","uc061agc.1"
"ENST00000819034.1","chr19","-","46525455","46530326","46525455","46525455","3","46525455,46526924,46530264,","46525784,46527072,46530326,","","uc344wbt.1"
"ENST00000819035.1","chr19","-","46525460","46530326","46525460","46525460","3","46525460,46526924,46530240,","46525784,46527072,46530326,","","uc344wbu.1"
"ENST00000819031.1","chr19","-","46525460","46540574","46525460","46525460","3","46525460,46526924,46540445,","46525784,46527072,46540574,","","uc344wbq.1"
"ENST00000819025.1","chr19","-","46525460","46600918","46525460","46525460","4","46525460,46526924,46576598,46600882,","46525784,46527072,46576717,46600918,","","uc344wbk.1"
"ENST00000819033.1","chr19","-","46525468","46530514","46525468","46525468","3","46525468,46526924,46530319,","46525784,46527072,46530514,","","uc344wbs.1"
"ENST00000593359.3","chr19","-","46525468","46600990","46525468","46525468","3","46525468,46526924,46600882,","46525784,46527072,46600990,","","uc061agd.2"
"ENST00000675805.3","chr19","-","46525662","46527072","46525662","46525662","2","46525662,46526924,","46525784,46527072,","","uc288piw.3"
"ENST00000614101.1","chr19","+","46533668","46534351","46533668","46533668","1","46533668,","46534351,","","uc286pny.1"
"ENST00000593888.4","chr19","-","46547055","46600861","46547055","46547055","5","46547055,46576598,46589145,46589563,46600776,","46547141,46576717,46589235,46589678,46600861,","","uc061age.1"
"ENST00000819029.1","chr19","-","46558400","46600925","46558400","46558400","3","46558400,46589145,46600882,","46559388,46589235,46600925,","","uc344wbo.1"
"ENST00000503632.1","chr19","+","46558640","46559642","46558640","46558640","1","46558640,","46559642,","","uc286pnz.1"
"ENST00000598743.2","chr19","-","46568077","46589154","46568077","46568077","3","46568077,46576598,46589145,","46568427,46576717,46589154,","","uc061agf.1"
"ENST00000819030.1","chr19","-","46568077","46600932","46568077","46568077","3","46568077,46576598,46600882,","46568427,46576717,46600932,","","uc344wbp.1"
"ENST00000819032.1","chr19","-","46590637","46600986","46590637","46590637","2","46590637,46600882,","46591028,46600986,","","uc344wbr.1"
"ENST00000594701.1","chr19","-","46598148","46600925","46598148","46598148","1","46598148,","46600925,","","uc061agg.1"
"ENST00000391918.6","chr19","+","46601073","46609305","46608270","46609153","6","46601073,46605826,46608196,46608481,46608845,46609124,","46601176,46605857,46608340,46608588,46608981,46609305,","Q96HY3","uc061agh.1"
"ENST00000597743.5","chr19","+","46601275","46609319","46601434","46609153","5","46601275,46605826,46608196,46608923,46609124,","46601437,46605857,46608327,46608981,46609319,","M0QZ52","uc061agi.1"
"ENST00000477244.5","chr19","+","46601308","46609275","46601308","46601308","6","46601308,46605826,46608198,46608481,46608845,46609124,","46601437,46605857,46608340,46608588,46608981,46609275,","","uc061agj.1"
"ENST00000598871.5","chr19","+","46601329","46609190","46608270","46609153","5","46601329,46608196,46608481,46608845,46609124,","46601437,46608340,46608588,46608981,46609190,","Q96HY3","uc061agk.1"
"ENST00000291295.14","chr19","+","46601329","46610782","46601434","46609153","6","46601329,46605826,46608196,46608481,46608845,46609124,","46601437,46605857,46608340,46608588,46608981,46610782,","P0DP25","uc002pew.5"
"ENST00000595072.2","chr19","+","46601344","46609234","46601344","46601344","5","46601344,46605826,46608481,46608845,46609124,","46601437,46608340,46608588,46608981,46609234,","","uc061agq.2"
"ENST00000602169.2","chr19","+","46601346","46609303","46606004","46606115","7","46601346,46605826,46605993,46608196,46608481,46608845,46609124,","46601437,46605857,46606185,46608340,46608588,46608981,46609303,","A0A590UJD7","uc061agl.2"
"ENST00000594523.5","chr19","+","46601365","46609182","46608270","46609153","6","46601365,46605826,46608204,46608481,46608845,46609124,","46601437,46605857,46608340,46608588,46608981,46609182,","Q96HY3","uc061agm.1"
"ENST00000597868.5","chr19","+","46601366","46609305","46601366","46601366","5","46601366,46605826,46608196,46608481,46609124,","46601437,46605857,46608340,46608981,46609305,","","uc061agn.1"
"ENST00000599839.5","chr19","+","46602068","46609996","46608270","46609153","7","46602068,46602596,46605826,46608196,46608481,46608845,46609124,","46602090,46602639,46605857,46608340,46608588,46608981,46609996,","Q96HY3","uc010ekp.4"
"ENST00000596362.1","chr19","+","46602071","46609770","46602207","46609153","6","46602071,46605826,46608196,46608481,46608845,46609124,","46602210,46605857,46608340,46608588,46608981,46609770,","P0DP25","uc010xyc.3"
"ENST00000482455.5","chr19","+","46605192","46609243","46605192","46605192","6","46605192,46605826,46608196,46608481,46608845,46609124,","46605305,46605857,46608340,46608588,46608981,46609243,","","uc061ago.1"
"ENST00000486500.1","chr19","+","46607961","46610781","46607961","46607961","3","46607961,46608481,46609124,","46608340,46608981,46610781,","","uc061agp.1"
"ENST00000597609.1","chr19","-","46609276","46610779","46609276","46609276","2","46609276,46610585,","46609378,46610779,","","uc061agr.1"
"ENST00000789035.1","chr19","+","46611049","46622099","46611049","46611049","2","46611049,46621120,","46611336,46622099,","","uc343duc.1"
"ENST00000718329.1","chr19","-","46618549","46625049","46619325","46624225","3","46618549,46623457,46624996,","46619328,46624237,46625049,","","uc339eeo.1"
"ENST00000291294.7","chr19","-","46620467","46625089","46621279","46624225","3","46620467,46623457,46624996,","46621672,46624237,46625089,","P43119","uc002pex.5"
"ENST00000594275.1","chr19","-","46621166","46625072","46621279","46623496","3","46621166,46623457,46624996,","46621672,46623574,46625072,","M0QXV5","uc061ags.1"
"ENST00000597185.1","chr19","-","46621166","46625072","46621279","46621627","2","46621166,46624952,","46621821,46625072,","M0QZI2","uc061agt.1"
"ENST00000598865.5","chr19","-","46621166","46625072","46621279","46623589","3","46621166,46623457,46624996,","46621672,46623599,46625072,","M0QZW0","uc061agu.1"
"ENST00000595460.1","chr19","-","46622721","46624747","46622721","46622721","1","46622721,","46624747,","","uc061agv.1"
"ENST00000596260.1","chr19","-","46623129","46625037","46623194","46624225","3","46623129,46623457,46624996,","46623317,46624237,46625037,","A0A0B4J2A7","uc061agw.1"
"ENST00000750955.1","chr19","-","46630494","46631642","46630494","46630494","2","46630494,46631271,","46630654,46631642,","","uc340zrb.1"
"ENST00000693335.1","chr19","-","46633952","46636202","46634075","46634682","3","46633952,46634598,46636146,","46634204,46634725,46636202,","Q9UK08","uc315wbb.1"
"ENST00000300873.5","chr19","-","46634014","46636541","46634075","46634682","3","46634014,46634598,46636480,","46634204,46634725,46636541,","Q9UK08","uc010xyd.4"
"ENST00000624917.1","chr19","-","46636809","46639161","46636809","46636809","1","46636809,","46639161,","","uc061agx.1"
"ENST00000774925.1","chr19","-","46637740","46639172","46637740","46637740","1","46637740,","46639172,","","uc342jbx.1"
"ENST00000391916.7","chr19","-","46647550","46661182","46648481","46661064","4","46647550,46652659,46652978,46660815,","46649872,46652812,46653075,46661182,","Q96B18","uc010ekq.4"
"ENST00000300875.4","chr19","-","46647611","46654657","46648481","46649696","4","46647611,46652659,46652978,46654642,","46649872,46652812,46653075,46654657,","A0A0C4DFP1","uc061agy.1"
"ENST00000410105.2","chr19","-","46650147","46661138","46652612","46661064","3","46650147,46652978,46660815,","46652812,46653075,46661138,","G5E9H6","uc002pfb.3"
"ENST00000754480.1","chr19","+","46660307","46677450","46660307","46660307","3","46660307,46662119,46677139,","46660408,46662437,46677450,","","uc341ewd.1"
"ENST00000754485.1","chr19","+","46660313","46662592","46660313","46660313","2","46660313,46662119,","46660408,46662592,","","uc341ewi.1"
"ENST00000525008.6","chr19","+","46660313","46677462","46660313","46660313","3","46660313,46669167,46677139,","46660408,46669310,46677462,","","uc021uwh.3"
"ENST00000754481.1","chr19","+","46660318","46677454","46660318","46660318","4","46660318,46669167,46671198,46677139,","46660408,46669310,46671300,46677454,","","uc341ewe.1"
"ENST00000690000.2","chr19","+","46661468","46678991","46661468","46661468","3","46661468,46669167,46677139,","46662437,46669310,46678991,","","uc315rcs.2"
"ENST00000500689.1","chr19","+","46661477","46671341","46661477","46661477","3","46661477,46669167,46671140,","46662437,46669310,46671341,","","uc002pfc.1"
"ENST00000754486.1","chr19","+","46661573","46663670","46661573","46661573","1","46661573,","46663670,","","uc341ewj.1"
"ENST00000754482.1","chr19","+","46661573","46677462","46661573","46661573","2","46661573,46677139,","46662437,46677462,","","uc341ewf.1"
"ENST00000692220.2","chr19","+","46661606","46677452","46661606","46661606","2","46661606,46677139,","46662656,46677452,","","uc315ukc.2"
"ENST00000754483.1","chr19","+","46661610","46677453","46661610","46661610","3","46661610,46669167,46677139,","46662656,46669310,46677453,","","uc341ewg.1"
"ENST00000754484.1","chr19","+","46661629","46677438","46661629","46661629","4","46661629,46669167,46671170,46677139,","46662656,46669310,46671300,46677438,","","uc341ewh.1"
"ENST00000525352.1","chr19","+","46661984","46673636","46661984","46661984","2","46661984,46673468,","46662197,46673636,","","uc061agz.1"
"ENST00000601806.5","chr19","-","46674274","46717082","46674522","46710946","19","46674274,46675032,46678395,46681649,46689536,46690599,46691734,46691932,46693874,46697156,46697732,46700798,46701034,46704168,46704494,46710906,46713862,46716130,46716950,","46674735,46675118,46678663,46681748,46689698,46690706,46691807,46691985,46694133,46697234,46697850,46700952,46701112,46704391,46704649,46711038,46714001,46716259,46717082,","Q9BZL6","uc002pfk.4"
"ENST00000597390.5","chr19","-","46674313","46691985","46685455","46691985","9","46674313,46675032,46678395,46681649,46685424,46689536,46690599,46691734,46691932,","46674735,46675118,46678663,46681748,46685521,46689698,46690706,46691807,46691985,","M0R2Z8","uc010ekt.4"
"ENST00000291281.9","chr19","-","46674315","46717114","46674522","46716370","18","46674315,46675032,46678395,46681649,46689536,46690599,46691734,46691932,46693874,46697156,46697732,46700798,46701034,46704168,46704494,46710906,46713862,46716130,","46674735,46675118,46678663,46681748,46689698,46690706,46691807,46691985,46694133,46697234,46697850,46700952,46701112,46704391,46704649,46711038,46714001,46717114,","Q9BZL6","uc002pfj.5"
"ENST00000433867.5","chr19","-","46674316","46717127","46674522","46716370","19","46674316,46675032,46678395,46681649,46689536,46690599,46691734,46691932,46693874,46697156,46697732,46700798,46701034,46704168,46704494,46710906,46713862,46716130,46716814,","46674735,46675118,46678663,46681748,46689698,46690706,46691807,46691985,46694133,46697234,46697850,46700952,46701112,46704391,46704649,46711038,46714001,46716535,46717127,","Q9BZL6","uc002pfi.4"
"ENST00000602155.5","chr19","-","46674318","46689709","46674318","46674318","5","46674318,46675032,46678395,46681649,46689536,","46674735,46675118,46678663,46681748,46689709,","","uc061aha.1"
"ENST00000600194.5","chr19","-","46674319","46714324","46674522","46710946","17","46674319,46675032,46678395,46681649,46689536,46690599,46691734,46691932,46693874,46697156,46697732,46700798,46701034,46704168,46704494,46710906,46713862,","46674735,46675118,46678663,46681748,46689698,46690706,46691807,46691985,46694133,46697234,46697850,46700952,46701112,46704391,46704649,46711038,46714324,","Q9BZL6","uc002pfg.4"
"ENST00000599019.5","chr19","-","46674338","46697325","46674338","46674338","10","46674338,46675032,46678365,46681649,46689536,46690599,46691734,46691932,46693874,46697156,","46674735,46675118,46678663,46681748,46689698,46690706,46691807,46691985,46694133,46697325,","","uc061ahb.1"
"ENST00000597589.5","chr19","-","46674345","46697341","46674345","46674345","10","46674345,46675032,46678395,46681649,46689536,46690599,46691734,46691932,46693874,46697156,","46674735,46675118,46678663,46681748,46689698,46690706,46691807,46691985,46694133,46697341,","","uc061ahc.1"
"ENST00000595515.5","chr19","-","46674507","46717115","46674522","46716370","19","46674507,46675032,46678365,46681649,46689536,46690599,46691734,46691932,46693874,46697156,46697732,46700798,46701034,46704168,46704494,46710906,46713862,46716130,46716950,","46674735,46675118,46678663,46681748,46689698,46690706,46691807,46691985,46694133,46697234,46697850,46700952,46701112,46704391,46704649,46711038,46714001,46716535,46717115,","Q9BZL6","uc010xye.3"
"ENST00000593492.1","chr19","-","46678528","46686180","46678528","46678528","3","46678528,46681649,46685424,","46678663,46681748,46686180,","","uc061ahd.1"
"ENST00000599464.1","chr19","-","46681682","46691851","46681682","46681682","4","46681682,46689536,46690599,46691734,","46681748,46689698,46690706,46691851,","","uc061ahe.1"
"ENST00000473668.3","chr19","-","46688796","46689068","46688796","46688796","1","46688796,","46689068,","","uc061ahf.1"
"ENST00000601605.5","chr19","-","46697839","46714023","46697839","46710946","5","46697839,46700798,46701034,46710906,46713862,","46697850,46700952,46701112,46711038,46714023,","M0QZC2","uc061ahg.1"
"ENST00000597641.1","chr19","-","46704336","46716244","46710930","46716244","4","46704336,46704494,46710906,46716130,","46704391,46704649,46711038,46716244,","M0QXC6","uc061ahh.1"
"ENST00000595132.5","chr19","-","46704486","46714599","46704486","46710946","4","46704486,46710906,46713862,46714409,","46704649,46711038,46714001,46714599,","M0QZ82","uc061ahi.1"
"ENST00000598633.1","chr19","-","46704633","46717114","46704633","46710946","5","46704633,46710906,46713862,46716130,46716950,","46704649,46711038,46714001,46716220,46717114,","M0R012","uc061ahj.1"
"ENST00000390179.5","chr19","-","46709292","46709345","46709292","46709292","1","46709292,","46709345,","","uc021uwi.3"
"ENST00000597088.1","chr19","-","46710353","46714032","46710353","46710353","2","46710353,46713862,","46711038,46714032,","","uc061ahk.1"
"ENST00000593363.1","chr19","-","46716164","46717112","46716164","46716370","2","46716164,46716814,","46716535,46717112,","M0R346","uc061ahl.1"
"ENST00000263280.11","chr19","-","46719510","46746450","46720601","46746430","18","46719510,46720535,46721985,46722241,46722809,46723113,46724806,46725331,46725472,46727451,46727893,46728617,46730731,46733038,46736822,46738163,46738784,46746148,","46720338,46720771,46722072,46722340,46722950,46723284,46724928,46725379,46725648,46727546,46728007,46728777,46730873,46733236,46736901,46738237,46738888,46746450,","Q9NRL3","uc002pfl.5"
"ENST00000391910.7","chr19","-","46719510","46746881","46720601","46746430","18","46719510,46720535,46721985,46722241,46722809,46723113,46724806,46725331,46725472,46727451,46727893,46728617,46730731,46733038,46736822,46738163,46738784,46746148,","46720338,46720771,46722072,46722340,46722950,46723284,46724928,46725379,46725648,46727567,46728007,46728777,46730873,46733236,46736901,46738237,46738888,46746881,","Q9NRL3","uc002pfm.4"
"ENST00000601869.1","chr19","-","46719512","46721752","46719512","46719512","1","46719512,","46721752,","","uc061ahm.1"
"ENST00000594581.5","chr19","-","46719512","46726265","46719512","46719512","8","46719512,46720535,46721985,46722809,46723113,46724806,46725331,46725472,","46720338,46720771,46722340,46722950,46723284,46724928,46725379,46726265,","","uc061ahn.1"
"ENST00000539396.5","chr19","-","46720070","46746994","46720601","46738813","19","46720070,46720535,46721985,46722241,46722809,46723113,46724806,46725331,46725472,46727451,46727893,46728617,46730731,46733038,46736822,46738163,46738784,46746148,46746763,","46720338,46720771,46722072,46722340,46722950,46723284,46724928,46725379,46725648,46727546,46728007,46728777,46730873,46733236,46736901,46738237,46738888,46746211,46746994,","F5GYK2","uc061aho.1"
"ENST00000600615.5","chr19","-","46720408","46723211","46720601","46723211","5","46720408,46721985,46722241,46722809,46723113,","46720771,46722072,46722340,46722950,46723211,","M0R317","uc061ahp.1"
"ENST00000595357.5","chr19","-","46720698","46730857","46720698","46720698","11","46720698,46721985,46722809,46723113,46724806,46725331,46725472,46727451,46727893,46728617,46730731,","46720771,46722340,46722950,46723284,46724928,46725379,46725648,46727567,46728007,46728777,46730857,","","uc061ahq.1"
"ENST00000594287.6","chr19","-","46722337","46727959","46722337","46727959","8","46722337,46722809,46723113,46724806,46725331,46725472,46727451,46727893,","46722340,46722950,46723284,46724928,46725379,46725632,46727691,46727959,","M0QZM0","uc061ahr.1"
"ENST00000601631.6","chr19","-","46722859","46728315","46722859","46722859","7","46722859,46723113,46724806,46725331,46725472,46727451,46727893,","46722950,46723284,46724928,46725379,46725648,46727546,46728315,","","uc061ahs.1"
"ENST00000598074.1","chr19","-","46722922","46724892","46722922","46722922","2","46722922,46724806,","46723284,46724892,","","uc061aht.1"
"ENST00000594357.6","chr19","-","46722933","46728406","46722933","46722933","8","46722933,46723113,46724806,46725331,46725472,46727451,46727893,46728299,","46722950,46723284,46724928,46725379,46725648,46727546,46728007,46728406,","","uc061ahu.1"
"ENST00000600358.7","chr19","-","46724827","46738172","46725640","46738172","10","46724827,46725331,46725472,46727451,46727893,46728617,46730731,46733038,46736822,46738163,","46724928,46725379,46725648,46727691,46728007,46728777,46730873,46733236,46736901,46738172,","R4GN16","uc061ahv.1"
"ENST00000435164.6","chr19","-","46725332","46746863","46728034","46738813","12","46725332,46725472,46727451,46727893,46728617,46730731,46733038,46736822,46738163,46738784,46740163,46746763,","46725379,46725648,46727567,46728126,46728777,46730873,46733236,46736901,46738237,46738888,46740285,46746863,","Q9NRL3","uc061ahw.1"
"ENST00000602223.5","chr19","-","46725480","46728331","46725480","46725480","4","46725480,46727451,46727893,46728299,","46725648,46727691,46728007,46728331,","","uc061ahx.1"
"ENST00000599231.5","chr19","-","46727452","46730931","46727452","46727452","4","46727452,46727893,46728617,46730731,","46727546,46728007,46728777,46730931,","","uc061ahy.1"
"ENST00000594847.6","chr19","-","46727906","46733449","46727906","46727906","4","46727906,46728617,46730731,46733038,","46728007,46728777,46730873,46733449,","","uc061ahz.1"
"ENST00000600716.1","chr19","+","46728602","46732700","46728602","46728602","3","46728602,46732107,46732558,","46728853,46732276,46732700,","","uc061aia.1"
"ENST00000596016.5","chr19","-","46728684","46731788","46728684","46728684","3","46728684,46730731,46731467,","46728777,46730873,46731788,","","uc061aib.1"
"ENST00000602397.5","chr19","-","46728686","46736349","46728686","46728686","4","46728686,46730731,46733038,46736149,","46728777,46730873,46733236,46736349,","","uc061aic.1"
"ENST00000594704.5","chr19","-","46730732","46746405","46733847","46746405","7","46730732,46733038,46733815,46736822,46738163,46738784,46746148,","46730873,46733236,46733875,46736901,46738237,46738888,46746405,","M0R0W8","uc061aid.1"
"ENST00000593979.6","chr19","-","46730835","46746945","46730835","46738813","6","46730835,46733038,46736822,46738163,46738784,46746763,","46730873,46733236,46736901,46738237,46738888,46746945,","M0R0P4","uc061aie.1"
"ENST00000597063.6","chr19","-","46733074","46745830","46733074","46738813","6","46733074,46736822,46738163,46738784,46739309,46745756,","46733236,46736901,46738237,46738888,46739386,46745830,","M0QYS2","uc061aif.1"
"ENST00000597021.6","chr19","-","46733109","46739507","46733109","46738813","5","46733109,46736822,46738163,46738784,46739309,","46733236,46736901,46738237,46738888,46739507,","M0R2A7","uc061aig.1"
"ENST00000596012.2","chr19","-","46733199","46746945","46733199","46738813","6","46733199,46736822,46738163,46738784,46740163,46746801,","46733236,46736901,46738237,46738888,46740285,46746945,","M0QXN2","uc061aih.1"
"ENST00000600710.1","chr19","-","46736204","46746944","46736204","46736204","6","46736204,46736822,46738163,46738784,46746148,46746763,","46736268,46736901,46738237,46738888,46746211,46746944,","","uc061aii.1"
"ENST00000410682.1","chr19","+","46736311","46736419","46736311","46736311","1","46736311,","46736419,","","uc061aij.1"
"ENST00000596974.5","chr19","+","46746045","46755792","46746045","46746045","4","46746045,46748026,46748514,46755534,","46746090,46748088,46748717,46755792,","","uc061aik.1"
"ENST00000601299.5","chr19","+","46746045","46755937","46755450","46755937","3","46746045,46748026,46755411,","46746090,46748088,46755937,","M0QYV8","uc061ail.1"
"ENST00000595570.5","chr19","+","46746053","46755634","46755450","46755634","5","46746053,46748026,46748514,46748774,46755411,","46746090,46748088,46748665,46748884,46755634,","M0R016","uc061aim.1"
"ENST00000593995.5","chr19","+","46746056","46748963","46746056","46746056","3","46746056,46748026,46748514,","46746090,46748088,46748963,","","uc061ain.1"
"ENST00000600977.5","chr19","+","46746056","46755449","46746056","46746056","5","46746056,46747233,46748026,46748514,46755411,","46746090,46747305,46748088,46748884,46755449,","","uc061aio.1"
